id,country,ccode,institution,recommendation,year,womensrightsissue,nomention,inaction,consideration,delegation,execution,compliance,vaw,econ,action,precision,documentname,session,recstate,case,finaljudgmentdate,recSource
CEDAW1992,Armenia,371,CEDAW,"and continue to encourage the media to ensure that female and male candidates and elected representatives receive equal visibility in the media, especially during election periods;",2016,Gender equality in public and political life,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1993,Armenia,371,CEDAW,"Ensure the safety of women in political life, in line with the previous recommendations of the Committee (CEDAW/C/ARM/CO/4/Rev.1, para. 29).",2016,Violence against women and political/public life,NaN,NaN,NaN,NaN,NaN,NaN,true,true,8,1,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1994,Armenia,371,CEDAW,"To strengthen strategies to address discriminatory stereotypes and structural barriers that may deter girls from enrolling in traditionally male- dominated fields of study, such as mathematics, information technology and science;",2016,Gender equality in education,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1995,Armenia,371,CEDAW,"To ensure that girls and women who have dropped out of school are readmitted to the education system in age-appropriate classroom environments and that they have access to technical and vocational training opportunities facilitating their professional reinsertion, in line with the Committee’s previous recommendations (CEDAW/C/ARM/CO/4/Rev.1, para. 31).",2016,Gender equality in education,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1996,Armenia,371,CEDAW,"Apply the principle of equal pay for work of equal value, as well as gender-neutral analytical job classification, evaluation methods and regular pay surveys, in line with the Committee’s previous recommendations (CEDAW/C/ARM/CO/4/Rev.1, para. 33);",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,7,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1997,Armenia,371,CEDAW,"Abolish the list of jobs and professions considered dangerous for women, minors and people with limited capabilities for work, contained in decision No. 2308-N of 29 December 2005;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1998,Armenia,371,CEDAW,"Create more opportunities for women to gain access to formal employment, including by promoting the equal sharing of domestic and family responsibilities between men and women,",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW1999,Armenia,371,CEDAW,"Create more opportunities for women to gain access to formal employment, including by providing sufficient and adequate childcare facilities",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2000,Armenia,371,CEDAW,"Create more opportunities for women to gain access to formal employment, including by strengthening incentives for men to exercise their right to parental leave,",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2001,Armenia,371,CEDAW,"adopt a time-bound plan to implement the Transition from the Informal to the Formal Economy Recommendation, 2015 (No. 204), of the International Labour Organization, with a view to facilitating women’s access to the formal economy;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,7,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2002,Armenia,371,CEDAW,"Provide a regulatory framework for the informal sector and ensure that women in this sector have access to social protection, maternity protection and childcare support;",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2003,Armenia,371,CEDAW,Adopt legislation to define and prohibit sexual harassment in the workplace,2016,Violence against women and gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,true,true,5,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2004,Armenia,371,CEDAW,"Reinforce measures to expand women’s access to microfinance and microcredit at low interest rates, enabling women to engage in income- generating activities and to start their own businesses;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2005,Armenia,371,CEDAW,"Develop a confidential and safe system for filing complaints relating to gender-based discrimination and sexual harassment in the workplace, and ensure that victims have effective access to such means of redress.",2016,Violence against women and gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,true,true,3,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2006,Armenia,371,CEDAW,Implement the newly adopted law to eradicate the practice of sex-selection abortion,2016,Violence against women,0,0,1,1,1,0,true,false,7,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2007,Armenia,371,CEDAW,"Ensure that the practice of sex-selective abortion is immediately halted through measures such as broader gender equitable policies and support for families with girls, as suggested in the 2012 study entitled Sex Imbalances at Birth: Current Trends, Consequences and Policy Implications, conducted on the initiative of the Ministry of Health.",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2008,Armenia,371,CEDAW,"Ensure that rural women participate in decision-making processes, including community decision-making processes and development planning;",2016,Gender equality in public and political life for rural women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2009,Armenia,371,CEDAW,"Guarantee the access of rural women to economic opportunities, including income-generating projects and credit facilities, on an equal and equitable basis with men and with their urban counterparts;",2016,Gender equality in employment for rural women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2010,Armenia,371,CEDAW,"Address the specific needs of women affected by the conflict in terms of access to education, health and economic opportunities, in line with the Committee’s general recommendation No. 30 (2013) on women in conflict prevention, conflict and post-conflict situations;",2016,Gender equality in peace processes,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2011,Armenia,371,CEDAW,fully involve women in all stages of the peace process;,2016,Gender equality in peace processes,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2012,Armenia,371,CEDAW,"Finalize and adopt the national action plan to implement Security Council resolution 1325 (2000) on women and peace and security, in cooperation with women’s organizations,",2016,Gender equality in peace processes,NaN,NaN,NaN,NaN,NaN,NaN,false,true,7,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2013,Armenia,371,CEDAW,and take into consideration the full spectrum of the Council’s women and peace and security agenda as reflected in the above-mentioned Council resolutions.,2016,Gender equality in peace processes,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,1,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2014,Armenia,371,CEDAW,"Adopt a specific budget to promote the access of women with disabilities to education, employment, health care, social life and decision- making processes;",2016,Gender equality for women with disabilities,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2015,Armenia,371,CEDAW,"Collect, analyse and include specific data on violence against women with disabilities in its next periodic report.",2016,Violence against women with disabilities,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2016,Armenia,371,CEDAW,Provide income-generating opportunities for returnee Armenian migrant women;,2016,Gender equality in employment for migrant women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2017,Armenia,371,CEDAW,"Ensure an appropriate number of reception facilities for migrants and asylum seekers, allowing for safe accommodation of women;",2016,Violence against migrant and asylum seeking women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2018,Armenia,371,CEDAW,"The Committee recommends that the State party take all appropriate measures, including temporary special measures, where needed, to combat all forms of discrimination against women belonging to ethnic minorities so as to ensure their equal access to justice, education, health, social security and social services, housing and employment.",2016,Gender equality for women minorities,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2019,Armenia,371,CEDAW,"Include in the next periodic report statistical data, disaggregated by sex and ethnicity, on the exceptions that have been approved for the celebration of marriage before 18 years of age;",2016,Violence against women in marital and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2020,Armenia,371,CEDAW,"Remove the possibility of approving exceptions to the minimum age of marriage at 18 years, in accordance with article 16 of the Convention and the Committee’s general recommendation No. 21 (2009) on the right of everyone to take part in cultural life;",2016,Violence against women in marital and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2021,Armenia,371,CEDAW,"Ensure the legal protection of the economic rights of women in de facto unions, and of the children resulting from such unions, in accordance with the Committee’s general recommendation No. 29 (2013) on the economic consequences of marriage, family relations and their dissolution.",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,2,CEDAW/C/ARM/CO/5-6,,,,,
CEDAW2022,Estonia,366,CEDAW,"Address discriminatory stereotypes regarding the roles and responsibilities of women and men in the family and in society, with the involvement of women’s and civil society organizations, and increase the resources dedicated to such efforts;",2016,Gender equality in society,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2023,Estonia,366,CEDAW,Conduct regular awareness-raising and media campaigns on intersecting forms of discrimination faced by women on the basis of all grounds covered by the Gender Equality Act and the Equal Treatment Act.,2016,Gender equality in society,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2024,Estonia,366,CEDAW,"Establish an effective strategy to prevent domestic violence,",2016,Violence against women,999,999,999,999,999,1,true,false,8,1,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2025,Estonia,366,CEDAW,"as well as a multisectoral national referral mechanism involving judges, local police, social and health workers and other stakeholders for victims of domestic violence;",2016,Violence against women,0,0,0,1,1,0,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2026,Estonia,366,CEDAW,"Amend the Penal Code to review the definition of rape as any non-consensual sexual act irrespective of pain, physical abuse and/or damage to health and threat, to specifically criminalize sexual harassment and to add economic and psychological violence to the definition of domestic violence;",2016,Violence against women and gender equality in employment,0,1,0,0,0,333,true,true,5,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2027,Estonia,366,CEDAW,"Strengthen the enforcement of court decisions, in particular those that concern protection orders or emergency protection orders for women who are victims of gender-based violence, including by providing capacity-building for judges and court bailiffs;",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2028,Estonia,366,CEDAW,"Amend the Family Law Act to ensure that the occurrence of domestic violence is always taken into consideration in determining custody of children,",2016,Violence against women in marital and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,5,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2029,Estonia,366,CEDAW,train child protection agencies on domestic violence,2016,Violence against women in marital and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2030,Estonia,366,CEDAW,and ensure that experts on violence against women are heard in child custody proceedings;,2016,Violence against women in marital and family relations,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2031,Estonia,366,CEDAW,Expedite the ratification of the Council of Europe Convention on Preventing and Combating Violence against Women and Domestic Violence.,2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,1,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2032,Estonia,366,CEDAW,Ensuring that cases of trafficking are effectively investigated and the perpetrators prosecuted and adequately punished;,2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2033,Estonia,366,CEDAW,Providing capacity-building for law enforcement officials on early identification and referral of victims of trafficking;,2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2034,Estonia,366,CEDAW,"Increasing funding for both State-run and NGO-run shelters and medical, psychological and social reintegration services for victims of trafficking;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2035,Estonia,366,CEDAW,Strengthening the gender-sensitivity of support services for victims of trafficking and of witness protection programmes;,2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2036,Estonia,366,CEDAW,Collecting data on trafficking in women and girls and exploitation of prostitution,2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2037,Estonia,366,CEDAW,"and strengthening assistance provided to women and girls who wish to leave prostitution, including by providing alternative income- generating opportunities.",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2038,Estonia,366,CEDAW,"In line with its general recommendation No. 23 (1997) on women in political and public life, the Committee recommends that the State party adopt targeted measures, including temporary special measures, in accordance with article 4 (1) of the Convention and the Committee’s general recommendation No. 25 (2004), such as statutory quotas and a zipper system for elections at the national and local levels, ensuring the appointment of an equal number of women and men to leadership positions in the Government, local administrative bodies, the judiciary and State-owned companies, in order to increase the participation of women, in particular rural women, women from ethnic and linguistic minorities and women with disabilities, in political and public life.",2016,Gender equality in public and political life,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2039,Estonia,366,CEDAW,"Strengthen its strategies to address discriminatory stereotypes and structural barriers that may deter girls from enrolling in traditionally male- dominated fields of study, such as information technology and architecture;",2016,Gender equality in education,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2040,Estonia,366,CEDAW,Review school curricula and textbooks at all levels of education to eliminate discriminatory gender stereotypes;,2016,Gender equality in education,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2041,Estonia,366,CEDAW,"Adopt targeted measures, including temporary special measures, in line with article 4 (1), of the Convention and the Committee’s general recommendation No. 25 (2004), and set clear targets and time frames for promoting the recruitment of women professors and women in decision-making positions in educational institutions;",2016,Gender equality in education and employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2042,Estonia,366,CEDAW,"Ensure that girls belonging to linguistic and ethnic minorities, in particular Russian girls, and girls with disabilities, have adequate access to education, including instruction in or of their mother tongue and inclusive education, respectively.",2016,Gender equality in education for minority women/girls,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2043,Estonia,366,CEDAW,Establish an effective mechanism for bringing complaints about sexual harassment in the workplace to allow for cases to be taken to the court by the Labour Inspectorate or/and the Gender Equality and Equal Treatment Commissioner ex officio;,2016,Violence against women and gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,true,true,3,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2044,Estonia,366,CEDAW,Strengthen measures to address horizontal and vertical occupational segregation,2016,Gender equality in employment,999,999,999,999,1,999,false,true,6,1,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2045,Estonia,366,CEDAW,and amend the Gender Equality Act to mandate the Labour Inspectorate to monitor the implementation of the principle of equal pay for work of equal value;,2016,Gender equality in employment,0,0,0,1,1,0,false,true,5,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2046,Estonia,366,CEDAW,"Strengthen the collection, analysis and publication of sex-segregated statistical data on employment, including court data on the enforcement of the Gender Equality Act;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2047,Estonia,366,CEDAW,"Increase the representation of women in management positions in private companies, including through temporary special measures;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2048,Estonia,366,CEDAW,Introduce effective sanctions against employers who violate the Gender Equality Act;,2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,3,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2049,Estonia,366,CEDAW,Allocate a specific budget to the implementation of the Welfare Development Plan 2016-2023 with a view to reducing the disproportionate burden of care work on women and facilitating access to paternity leave for men;,2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,7,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2050,Estonia,366,CEDAW,Promote employment of women in the 25-49 age group by providing sufficient childcare services and encouraging men to take paternity leave;,2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2051,Estonia,366,CEDAW,Address employment discrimination against women returning to work after maternity leave;,2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2052,Estonia,366,CEDAW,"Promote access to the labour market for women belonging to the Russian-speaking minority, women with disabilities and lesbian, bisexual, transgender and intersex women by addressing discrimination and social stigma against them.",2016,Gender equality in employment for minority women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2053,Estonia,366,CEDAW,"Ensure that eligibility criteria for start-up programmes, microcredit schemes and entrepreneurship programmes take into account the specific needs of women;",2016,Gender equality in employment,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2054,Estonia,366,CEDAW,"Implement a comprehensive strategy to ensure that rural women and girls have adequate access to high quality education, employment and health care, as well as to decision-making processes and economic empowerment;",2016,Gender equality for rural women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,7,2,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2055,Estonia,366,CEDAW,Strengthen the involvement of women’s organizations in rural policy planning.,2016,Gender equality in public and political life for rural women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2056,Estonia,366,CEDAW,establish measures for the identification and prevention of and response to sexual and gender-based violence in the reception centres for asylum seekers;,2016,Violence against asylum seeking women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2057,Estonia,366,CEDAW,"Allocate additional resources for ensuring an adequate standard of living for asylum seekers, in particular single women and single mothers, and for measures to prevent and combat sexual and gender-based violence against such women;",2016,Violence against and gender equality for women asylum seekers,NaN,NaN,NaN,NaN,NaN,NaN,true,true,6,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2058,Estonia,366,CEDAW,"Review its current legal regime governing marriage and family relations, with a view to extending the existing legal protection to women living in de facto unions, in line with the Committee’s general recommendation 29 (2013) on the economic consequences of marriage, family relations and their dissolution;",2016,Gender equality in economic and family relations,NaN,NaN,NaN,NaN,NaN,NaN,false,true,5,3,CEDAW/C/EST/CO/5-6,,,,,
CEDAW2059,France,220,CEDAW,"Implement the recommendations of the Defender of Rights on the introduction of a clear and precise definition of sexual harassment in the draft law on equality and citizenship and on the inclusion of legal provisions in the draft law on the modernization of justice in the twenty-first century allowing for a civil remedy in cases of sexual harassment committed outside the workplace, providing also for an adjustment of the burden of proof;",2016,Violence against women in employment,NaN,NaN,NaN,NaN,NaN,NaN,true,true,7,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2060,France,220,CEDAW,"The Committee recommends that the State party use temporary special measures to address the urgent needs of women belonging to disadvantaged groups in fields such as political life, education, employment and health.",2016,Gender equality for disadvantaged women,NaN,NaN,NaN,NaN,NaN,NaN,false,true,6,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2061,France,220,CEDAW,"Adopt a comprehensive strategy to modify or eliminate patriarchal attitudes and stereotypes that discriminate against women, with particular focus on women belonging to minority groups, who are often the target of hate speech and racially motivated violence. The strategy should include monitoring to assess the impact of the measures taken and facilitate the design of remedial action to ensure their social integration;",2016,Violence against minority women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,4,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2062,France,220,CEDAW,"Combat all forms of discrimination against women and girls belonging to racial, ethnic, national and religious minorities, including those living in sensitive urban areas, to ensure their equal access to health care and education, employment, housing and the public and political arenas and to reinforce the willingness and capacity to live together in harmony (le vivre- ensemble);",2016,Gender equality for women minorities,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2063,France,220,CEDAW,"Engage with relevant actors and use innovative measures, including by imposing stricter regulations when possible, to enhance a positive and non-stereotypical portrayal of women in the media and in advertisements;",2016,Gender equality in society,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2064,France,220,CEDAW,Conduct a study on the possible impact of oversexualized representations of girls and women in the media and the prevalence of pornography on the increase in gender-based violence against women in the State party;,2016,Gender equality and violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2065,France,220,CEDAW,Further study the root causes of the low reporting and conviction rates in cases of gender-based violence against women,2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2066,France,220,CEDAW,and strengthen its efforts to eliminate all barriers preventing women from reporting violence to the police;,2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2067,France,220,CEDAW,Strengthen monitoring mechanisms to regularly evaluate the impact of the measures taken to combat gender-based violence against women and take remedial action;,2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2068,France,220,CEDAW,Evaluate the response of the police and judiciary to complaints of sexual crimes,2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2069,France,220,CEDAW,"and introduce mandatory capacity-building for judges, prosecutors, police officers and other law enforcement officers on the strict application of criminal law provisions on gender-based violence against women and on gender-sensitive procedures for interviewing women who are victims of violence;",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2070,France,220,CEDAW,"Reinforce the assistance and protection provided to women who are victims of violence, including by strengthening the capacity of shelters and crisis centres and ensuring that they meet the accommodation needs of all victims without discrimination and by allocating adequate human, technical and financial resources;",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2071,France,220,CEDAW,"Revise, from a gender perspective, the conditions for granting temporary residence permits to migrant women who are dependent on their abusive partners;",2016,Violence against migrant women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2072,France,220,CEDAW,"Allocate sufficient human, technical and financial resources to the Interministerial Mission for the Protection of Women Victims of Violence and for Combating Human Trafficking to allow it to fulfil its mandate.",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2073,France,220,CEDAW,"The Committee recommends that the State party review its approach to extraterritorial prosecution of acts of gender-based violence against women, including female genital mutilation and forced and/or child marriage, and ensure that such offences, when perpetrated by French nationals or permanent residents, are prosecuted ex officio in the State party, regardless of whether the particular offence is criminalized in the country in which it is committed.",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2074,France,220,CEDAW,"Investigate, prosecute and punish all cases of trafficking in persons, especially women and girls, and ensure that the sentences imposed on perpetrators are commensurate with the gravity of the crime;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,3,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2075,France,220,CEDAW,"Strengthen measures to identify and provide support to women at risk of trafficking, in particular minors;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2076,France,220,CEDAW,"Improve access to data on victims of trafficking, disaggregated by sex and age;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2077,France,220,CEDAW,"Prevent and combat other forms of exploitative practices related to trafficking, in particular forced labour, servitude and slavery;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,8,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2078,France,220,CEDAW,"Increase the human, technical and financial resources of the Interministerial Mission for the Protection of Women Victims of Violence and for Combating Human Trafficking and the National Consultative Commission for Human Rights to ensure the effective coordination, monitoring and assessment of government action against trafficking in persons and exploitation;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2079,France,220,CEDAW,"Provide victims of trafficking with adequate access to health care and counselling and strengthen such services by providing enhanced human, technical and financial resources to social work centres and targeted training for social workers;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2080,France,220,CEDAW,"Ensure that all victims of trafficking, irrespective of their ethnic, national or social background, obtain effective protection and redress, including rehabilitation and compensation;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2081,France,220,CEDAW,"Plan the evaluation, within three years, of the impact of Act No. 2016-444, including on the type and extent of prostitution and trafficking, social perceptions of prostitution, the purchase of sexual services and women who engage in prostitution;",2016,Violence against women (trafficking),NaN,NaN,NaN,NaN,NaN,NaN,true,false,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2082,France,220,CEDAW,"Increase the budget and strengthen the assistance provided to women and girls who wish to leave prostitution, including by providing alternative income-generating opportunities.",2016,Violence against women,NaN,NaN,NaN,NaN,NaN,NaN,true,false,6,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2083,France,220,CEDAW,"Evaluate the impact of the penalties currently applied with respect to elections to the National Assembly and the Senate and, if necessary, adopt stronger measures, including a revision of the electoral system;",2016,Gender equality in public and political life,NaN,NaN,NaN,NaN,NaN,NaN,false,true,2,3,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2084,France,220,CEDAW,Pursue its efforts to ensure equal representation in decision-making positions on boards of directors and in various areas of public administration;,2016,Gender equality in public and political life,NaN,NaN,NaN,NaN,NaN,NaN,false,true,8,2,CEDAW/C/FRA/CO/7-8,,,,,
CEDAW2085,France,220,CEDAW,"Intensify awareness-raising campaigns for politicians, journalists, teachers and the general public, to enhance the understanding that the full, equal, free and democratic participation of women on an equal basis with men in political and public life is a requirement for the full implementation of the human rights of women.",2016,Gender equality in public and political life,NaN,NaN,NaN,NaN,NaN,NaN,false,true,4,3,CEDAW/C/FRA/CO/7-8,,,,,
